Year,UNIT_MEASURE,Administrativna oblast,Spol,Nationality,Value
2013,Broj,PETROVAC,Ž,Drugo,2
2013,Broj,PETROVO,Oba spola,Drugo,30
2013,Broj,PETROVO,M,Drugo,19
2013,Broj,PETROVO,Ž,Drugo,11
2013,Broj,PRIJEDOR,Oba spola,Drugo,1495
2013,Broj,PRIJEDOR,M,Drugo,712
2013,Broj,PRIJEDOR,Ž,Drugo,783
2013,Broj,PRNJAVOR,Oba spola,Drugo,1452
2013,Broj,PRNJAVOR,M,Drugo,738
2013,Broj,PRNJAVOR,Ž,Drugo,714
2013,Broj,RIBNIK,Oba spola,Drugo,11
2013,Broj,RIBNIK,M,Drugo,3
2013,Broj,RIBNIK,Ž,Drugo,8
2013,Broj,ROGATICA,Oba spola,Drugo,41
2013,Broj,ROGATICA,M,Drugo,20
2013,Broj,ROGATICA,Ž,Drugo,21
2013,Broj,RUDO,Oba spola,Drugo,26
2013,Broj,RUDO,M,Drugo,14
2013,Broj,RUDO,Ž,Drugo,12
2013,Broj,SOKOLAC,Oba spola,Drugo,38
2013,Broj,SOKOLAC,M,Drugo,19
2013,Broj,SOKOLAC,Ž,Drugo,19
2013,Broj,SRBAC,Oba spola,Drugo,280
2013,Broj,SRBAC,M,Drugo,146
2013,Broj,SRBAC,Ž,Drugo,134
2013,Broj,SREBRENICA,Oba spola,Drugo,59
2013,Broj,SREBRENICA,M,Drugo,34
2013,Broj,SREBRENICA,Ž,Drugo,25
2013,Broj,TESLIC,Oba spola,Drugo,454
2013,Broj,TESLIC,M,Drugo,222
2013,Broj,TESLIC,Ž,Drugo,232
2013,Broj,TREBINJE,Oba spola,Drugo,398
2013,Broj,TREBINJE,M,Drugo,204
2013,Broj,TREBINJE,Ž,Drugo,194
2013,Broj,TRNOVO,Oba spola,Drugo,10
2013,Broj,TRNOVO,M,Drugo,7
2013,Broj,TRNOVO,Ž,Drugo,3
2013,Broj,UGLJEVIK,Oba spola,Drugo,36
2013,Broj,UGLJEVIK,M,Drugo,17
2013,Broj,UGLJEVIK,Ž,Drugo,19
2013,Broj,FOCA,Oba spola,Drugo,160
2013,Broj,FOCA,M,Drugo,90
2013,Broj,FOCA,Ž,Drugo,70
2013,Broj,HAN PIJESAK,Oba spola,Drugo,21
2013,Broj,HAN PIJESAK,M,Drugo,14
2013,Broj,HAN PIJESAK,Ž,Drugo,7
2013,Broj,CAJNICE,Oba spola,Drugo,24
2013,Broj,CAJNICE,M,Drugo,13
2013,Broj,CAJNICE,Ž,Drugo,11
2013,Broj,CELINAC,Oba spola,Drugo,122
2013,Broj,CELINAC,M,Drugo,55
2013,Broj,CELINAC,Ž,Drugo,67
2013,Broj,SAMAC,Oba spola,Drugo,135
2013,Broj,SAMAC,M,Drugo,67
2013,Broj,SAMAC,Ž,Drugo,68
2013,Broj,SEKOVICI,Oba spola,Drugo,12
2013,Broj,SEKOVICI,M,Drugo,7
2013,Broj,SEKOVICI,Ž,Drugo,5
2013,Broj,SIPOVO,Oba spola,Drugo,34
2013,Broj,SIPOVO,M,Drugo,14
2013,Broj,SIPOVO,Ž,Drugo,20
2013,Broj,REPUBLIKA SRPSKA,Oba spola,does_not_declare,7861
2013,Broj,REPUBLIKA SRPSKA,M,does_not_declare,3202
2013,Broj,REPUBLIKA SRPSKA,Ž,does_not_declare,4659
2013,Broj,BANJA LUKA,Oba spola,does_not_declare,2641
2013,Broj,BANJA LUKA,M,does_not_declare,1044
2013,Broj,BANJA LUKA,Ž,does_not_declare,1597
2013,Broj,BIJELJINA,Oba spola,does_not_declare,654
2013,Broj,BIJELJINA,M,does_not_declare,272
2013,Broj,BIJELJINA,Ž,does_not_declare,382
2013,Broj,BILECA,Oba spola,does_not_declare,30
2013,Broj,BILECA,M,does_not_declare,10
2013,Broj,BILECA,Ž,does_not_declare,20
2013,Broj,BRATUNAC,Oba spola,does_not_declare,22
2013,Broj,BRATUNAC,M,does_not_declare,11
2013,Broj,BRATUNAC,Ž,does_not_declare,11
2013,Broj,BROD,Oba spola,does_not_declare,142
2013,Broj,BROD,M,does_not_declare,50
2013,Broj,BROD,Ž,does_not_declare,92
2013,Broj,VISEGRAD,Oba spola,does_not_declare,19
2013,Broj,VISEGRAD,M,does_not_declare,10
2013,Broj,VISEGRAD,Ž,does_not_declare,9
2013,Broj,VLASENICA,Oba spola,does_not_declare,20
2013,Broj,VLASENICA,M,does_not_declare,11
2013,Broj,VLASENICA,Ž,does_not_declare,9
2013,Broj,VUKOSAVLJE,Oba spola,does_not_declare,32
2013,Broj,VUKOSAVLJE,M,does_not_declare,15
2013,Broj,VUKOSAVLJE,Ž,does_not_declare,17
2013,Broj,GACKO,Oba spola,does_not_declare,3
2013,Broj,GACKO,Ž,does_not_declare,3
2013,Broj,GRADISKA,Oba spola,does_not_declare,411
2013,Broj,GRADISKA,M,does_not_declare,174
2013,Broj,GRADISKA,Ž,does_not_declare,237
2013,Broj,DERVENTA,Oba spola,does_not_declare,242
2013,Broj,DERVENTA,M,does_not_declare,113
2013,Broj,DERVENTA,Ž,does_not_declare,129
2013,Broj,DOBOJ,Oba spola,does_not_declare,467
2013,Broj,DOBOJ,M,does_not_declare,198
2013,Broj,DOBOJ,Ž,does_not_declare,269
2013,Broj,DONJI ZABAR,Oba spola,does_not_declare,5
2013,Broj,DONJI ZABAR,M,does_not_declare,2
2013,Broj,DONJI ZABAR,Ž,does_not_declare,3
2013,Broj,ZVORNIK,Oba spola,does_not_declare,70
2013,Broj,ZVORNIK,M,does_not_declare,31
2013,Broj,ZVORNIK,Ž,does_not_declare,39
2013,Broj,ISTOCNA ILIDZA,Oba spola,does_not_declare,96
2013,Broj,ISTOCNA ILIDZA,M,does_not_declare,38
2013,Broj,ISTOCNA ILIDZA,Ž,does_not_declare,58
2013,Broj,ISTOCNI STARI GRAD,Oba spola,does_not_declare,2
2013,Broj,ISTOCNI STARI GRAD,Ž,does_not_declare,2
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,does_not_declare,61
2013,Broj,ISTOCNO NOVO SARAJEVO,M,does_not_declare,26
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,does_not_declare,35
2013,Broj,JEZERO,Oba spola,does_not_declare,1
2013,Broj,JEZERO,Ž,does_not_declare,1
2013,Broj,KALINOVIK,Oba spola,does_not_declare,1
2013,Broj,KALINOVIK,M,does_not_declare,1
2013,Broj,KNEZEVO,Oba spola,does_not_declare,4
2013,Broj,KNEZEVO,M,does_not_declare,3
2013,Broj,KNEZEVO,Ž,does_not_declare,1
2013,Broj,KOZARSKA DUBICA,Oba spola,does_not_declare,162
2013,Broj,KOZARSKA DUBICA,M,does_not_declare,63
2013,Broj,KOZARSKA DUBICA,Ž,does_not_declare,99
2013,Broj,KOSTAJNICA,Oba spola,does_not_declare,66
2013,Broj,KOSTAJNICA,M,does_not_declare,28
2013,Broj,KOSTAJNICA,Ž,does_not_declare,38
2013,Broj,KOTOR VAROS,Oba spola,does_not_declare,115
2013,Broj,KOTOR VAROS,M,does_not_declare,42
2013,Broj,KOTOR VAROS,Ž,does_not_declare,73
2013,Broj,KUPRES,Oba spola,does_not_declare,1
2013,Broj,KUPRES,M,does_not_declare,1
2013,Broj,LAKTASI,Oba spola,does_not_declare,237
2013,Broj,LAKTASI,M,does_not_declare,103
2013,Broj,LAKTASI,Ž,does_not_declare,134
2013,Broj,LOPARE,Oba spola,does_not_declare,23
2013,Broj,LOPARE,M,does_not_declare,5
2013,Broj,LOPARE,Ž,does_not_declare,18
2013,Broj,LJUBINJE,Oba spola,does_not_declare,5
2013,Broj,LJUBINJE,M,does_not_declare,2
2013,Broj,LJUBINJE,Ž,does_not_declare,3
2013,Broj,MILICI,Oba spola,does_not_declare,7
2013,Broj,MILICI,M,does_not_declare,3
2013,Broj,MILICI,Ž,does_not_declare,4
2013,Broj,MODRICA,Oba spola,does_not_declare,156
2013,Broj,MODRICA,M,does_not_declare,63
2013,Broj,MODRICA,Ž,does_not_declare,93
2013,Broj,MRKONJIC GRAD,Oba spola,does_not_declare,35
2013,Broj,MRKONJIC GRAD,M,does_not_declare,19
2013,Broj,MRKONJIC GRAD,Ž,does_not_declare,16
2013,Broj,NEVESINJE,Oba spola,does_not_declare,18
2013,Broj,NEVESINJE,M,does_not_declare,8
2013,Broj,NEVESINJE,Ž,does_not_declare,10
2013,Broj,NOVI GRAD,Oba spola,does_not_declare,137
2013,Broj,NOVI GRAD,M,does_not_declare,56
2013,Broj,NOVI GRAD,Ž,does_not_declare,81
2013,Broj,NOVO GORAZDE,Oba spola,does_not_declare,6
2013,Broj,NOVO GORAZDE,M,does_not_declare,3
2013,Broj,NOVO GORAZDE,Ž,does_not_declare,3
2013,Broj,OSMACI,Oba spola,does_not_declare,5
2013,Broj,OSMACI,M,does_not_declare,3
2013,Broj,OSMACI,Ž,does_not_declare,2
2013,Broj,OSTRA LUKA,Oba spola,does_not_declare,12
2013,Broj,OSTRA LUKA,M,does_not_declare,4
2013,Broj,OSTRA LUKA,Ž,does_not_declare,8
2013,Broj,PALE,Oba spola,does_not_declare,53
2013,Broj,PALE,M,does_not_declare,20
2013,Broj,PALE,Ž,does_not_declare,33
2013,Broj,PELAGICEVO,Oba spola,does_not_declare,3
2013,Broj,PELAGICEVO,M,does_not_declare,1
2013,Broj,PELAGICEVO,Ž,does_not_declare,2
2013,Broj,PETROVO,Oba spola,does_not_declare,21
2013,Broj,PETROVO,M,does_not_declare,10
2013,Broj,PETROVO,Ž,does_not_declare,11
2013,Broj,PRIJEDOR,Oba spola,does_not_declare,718
2013,Broj,PRIJEDOR,M,does_not_declare,267
2013,Broj,PRIJEDOR,Ž,does_not_declare,451
2013,Broj,PRNJAVOR,Oba spola,does_not_declare,225
2013,Broj,PRNJAVOR,M,does_not_declare,96
2013,Broj,PRNJAVOR,Ž,does_not_declare,129
2013,Broj,RIBNIK,Oba spola,does_not_declare,2
2013,Broj,RIBNIK,Ž,does_not_declare,2
2013,Broj,ROGATICA,Oba spola,does_not_declare,12
2013,Broj,ROGATICA,M,does_not_declare,7
2013,Broj,ROGATICA,Ž,does_not_declare,5
2013,Broj,RUDO,Oba spola,does_not_declare,5
2013,Broj,RUDO,M,does_not_declare,3
2013,Broj,RUDO,Ž,does_not_declare,2
2013,Broj,SOKOLAC,Oba spola,does_not_declare,13
2013,Broj,SOKOLAC,M,does_not_declare,5
2013,Broj,SOKOLAC,Ž,does_not_declare,8
2013,Broj,SRBAC,Oba spola,does_not_declare,89
2013,Broj,SRBAC,M,does_not_declare,45
2013,Broj,SRBAC,Ž,does_not_declare,44
2013,Broj,SREBRENICA,Oba spola,does_not_declare,22
2013,Broj,SREBRENICA,M,does_not_declare,10
2013,Broj,SREBRENICA,Ž,does_not_declare,12
2013,Broj,TESLIC,Oba spola,does_not_declare,339
2013,Broj,TESLIC,M,does_not_declare,136
2013,Broj,TESLIC,Ž,does_not_declare,203
2013,Broj,TREBINJE,Oba spola,does_not_declare,180
2013,Broj,TREBINJE,M,does_not_declare,77
2013,Broj,TREBINJE,Ž,does_not_declare,103
2013,Broj,TRNOVO,Oba spola,does_not_declare,9
2013,Broj,TRNOVO,M,does_not_declare,4
2013,Broj,TRNOVO,Ž,does_not_declare,5
2013,Broj,UGLJEVIK,Oba spola,does_not_declare,21
2013,Broj,UGLJEVIK,M,does_not_declare,10
2013,Broj,UGLJEVIK,Ž,does_not_declare,11
2013,Broj,FOCA,Oba spola,does_not_declare,30
2013,Broj,FOCA,M,does_not_declare,10
2013,Broj,FOCA,Ž,does_not_declare,20
2013,Broj,HAN PIJESAK,Oba spola,does_not_declare,3
2013,Broj,HAN PIJESAK,M,does_not_declare,1
2013,Broj,HAN PIJESAK,Ž,does_not_declare,2
2013,Broj,CAJNICE,Oba spola,does_not_declare,3
2013,Broj,CAJNICE,M,does_not_declare,1
2013,Broj,CAJNICE,Ž,does_not_declare,2
2013,Broj,CELINAC,Oba spola,does_not_declare,35
2013,Broj,CELINAC,M,does_not_declare,16
2013,Broj,CELINAC,Ž,does_not_declare,19
2013,Broj,SAMAC,Oba spola,does_not_declare,141
2013,Broj,SAMAC,M,does_not_declare,57
2013,Broj,SAMAC,Ž,does_not_declare,84
2013,Broj,SEKOVICI,Oba spola,does_not_declare,5
2013,Broj,SEKOVICI,M,does_not_declare,2
2013,Broj,SEKOVICI,Ž,does_not_declare,3
2013,Broj,SIPOVO,Oba spola,does_not_declare,24
2013,Broj,SIPOVO,M,does_not_declare,12
2013,Broj,SIPOVO,Ž,does_not_declare,12
2013,Broj,REPUBLIKA SRPSKA,Oba spola,Nepoznato,1997
2013,Broj,REPUBLIKA SRPSKA,M,Nepoznato,916
2013,Broj,REPUBLIKA SRPSKA,Ž,Nepoznato,1081
2013,Broj,BANJA LUKA,Oba spola,Nepoznato,328
2013,Broj,BANJA LUKA,M,Nepoznato,153
2013,Broj,BANJA LUKA,Ž,Nepoznato,175
2013,Broj,BERKOVICI,Oba spola,Nepoznato,1
2013,Broj,BERKOVICI,Ž,Nepoznato,1
2013,Broj,BIJELJINA,Oba spola,Nepoznato,90
2013,Broj,BIJELJINA,M,Nepoznato,37
2013,Broj,BIJELJINA,Ž,Nepoznato,53
2013,Broj,BILECA,Oba spola,Nepoznato,11
2013,Broj,BILECA,M,Nepoznato,4
2013,Broj,BILECA,Ž,Nepoznato,7
2013,Broj,BRATUNAC,Oba spola,Nepoznato,35
2013,Broj,BRATUNAC,M,Nepoznato,16
2013,Broj,BRATUNAC,Ž,Nepoznato,19
2013,Broj,BROD,Oba spola,Nepoznato,29
2013,Broj,BROD,M,Nepoznato,12
2013,Broj,BROD,Ž,Nepoznato,17
2013,Broj,VISEGRAD,Oba spola,Nepoznato,177
2013,Broj,VISEGRAD,M,Nepoznato,2
2013,Broj,VISEGRAD,Ž,Nepoznato,175
2013,Broj,VLASENICA,Oba spola,Nepoznato,29
2013,Broj,VLASENICA,M,Nepoznato,13
2013,Broj,VLASENICA,Ž,Nepoznato,16
2013,Broj,VUKOSAVLJE,Oba spola,Nepoznato,14
2013,Broj,VUKOSAVLJE,M,Nepoznato,3
2013,Broj,VUKOSAVLJE,Ž,Nepoznato,11
2013,Broj,GACKO,Oba spola,Nepoznato,6
2013,Broj,GACKO,M,Nepoznato,1
2013,Broj,GACKO,Ž,Nepoznato,5
2013,Broj,GRADISKA,Oba spola,Nepoznato,42
2013,Broj,GRADISKA,M,Nepoznato,19
2013,Broj,GRADISKA,Ž,Nepoznato,23
2013,Broj,DERVENTA,Oba spola,Nepoznato,54
2013,Broj,DERVENTA,M,Nepoznato,24
2013,Broj,DERVENTA,Ž,Nepoznato,30
2013,Broj,DOBOJ,Oba spola,Nepoznato,163
2013,Broj,DOBOJ,M,Nepoznato,61
2013,Broj,DOBOJ,Ž,Nepoznato,102
2013,Broj,DONJI ZABAR,Oba spola,Nepoznato,2
2013,Broj,DONJI ZABAR,M,Nepoznato,1
2013,Broj,DONJI ZABAR,Ž,Nepoznato,1
2013,Broj,ZVORNIK,Oba spola,Nepoznato,97
2013,Broj,ZVORNIK,M,Nepoznato,42
2013,Broj,ZVORNIK,Ž,Nepoznato,55
2013,Broj,ISTOCNA ILIDZA,Oba spola,Nepoznato,10
2013,Broj,ISTOCNA ILIDZA,M,Nepoznato,5
2013,Broj,ISTOCNA ILIDZA,Ž,Nepoznato,5
2013,Broj,ISTOCNI MOSTAR,Oba spola,Nepoznato,2
2013,Broj,ISTOCNI MOSTAR,M,Nepoznato,1
2013,Broj,ISTOCNI MOSTAR,Ž,Nepoznato,1
2013,Broj,ISTOCNI STARI GRAD,Oba spola,Nepoznato,1
2013,Broj,ISTOCNI STARI GRAD,M,Nepoznato,1
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,Nepoznato,3
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,Nepoznato,3
2013,Broj,JEZERO,Oba spola,Nepoznato,1
2013,Broj,JEZERO,M,Nepoznato,1
2013,Broj,KNEZEVO,Oba spola,Nepoznato,4
2013,Broj,KNEZEVO,M,Nepoznato,3
2013,Broj,KNEZEVO,Ž,Nepoznato,1
2013,Broj,KOZARSKA DUBICA,Oba spola,Nepoznato,12
2013,Broj,KOZARSKA DUBICA,M,Nepoznato,5
2013,Broj,KOZARSKA DUBICA,Ž,Nepoznato,7
2013,Broj,KOSTAJNICA,Oba spola,Nepoznato,2
2013,Broj,KOSTAJNICA,Ž,Nepoznato,2
2013,Broj,KOTOR VAROS,Oba spola,Nepoznato,19
2013,Broj,KOTOR VAROS,M,Nepoznato,14
2013,Broj,KOTOR VAROS,Ž,Nepoznato,5
2013,Broj,LAKTASI,Oba spola,Nepoznato,46
2013,Broj,LAKTASI,M,Nepoznato,20
2013,Broj,LAKTASI,Ž,Nepoznato,26
2013,Broj,LOPARE,Oba spola,Nepoznato,10
2013,Broj,LOPARE,M,Nepoznato,6
2013,Broj,LOPARE,Ž,Nepoznato,4
2013,Broj,LJUBINJE,Oba spola,Nepoznato,2
2013,Broj,LJUBINJE,M,Nepoznato,1
2013,Broj,LJUBINJE,Ž,Nepoznato,1
2013,Broj,MILICI,Oba spola,Nepoznato,8
2013,Broj,MILICI,M,Nepoznato,3
2013,Broj,MILICI,Ž,Nepoznato,5
2013,Broj,MODRICA,Oba spola,Nepoznato,116
2013,Broj,MODRICA,M,Nepoznato,62
2013,Broj,MODRICA,Ž,Nepoznato,54
2013,Broj,MRKONJIC GRAD,Oba spola,Nepoznato,12
2013,Broj,MRKONJIC GRAD,M,Nepoznato,6
2013,Broj,MRKONJIC GRAD,Ž,Nepoznato,6
2013,Broj,NEVESINJE,Oba spola,Nepoznato,7
2013,Broj,NEVESINJE,M,Nepoznato,2
2013,Broj,NEVESINJE,Ž,Nepoznato,5
2013,Broj,NOVI GRAD,Oba spola,Nepoznato,24
2013,Broj,NOVI GRAD,M,Nepoznato,13
2013,Broj,NOVI GRAD,Ž,Nepoznato,11
2013,Broj,NOVO GORAZDE,Oba spola,Nepoznato,7
2013,Broj,NOVO GORAZDE,M,Nepoznato,2
2013,Broj,NOVO GORAZDE,Ž,Nepoznato,5
2013,Broj,OSMACI,Oba spola,Nepoznato,4
2013,Broj,OSMACI,M,Nepoznato,2
2013,Broj,OSMACI,Ž,Nepoznato,2
2013,Broj,OSTRA LUKA,Oba spola,Nepoznato,3
2013,Broj,OSTRA LUKA,M,Nepoznato,2
2013,Broj,OSTRA LUKA,Ž,Nepoznato,1
2013,Broj,PALE,Oba spola,Nepoznato,13
2013,Broj,PALE,M,Nepoznato,9
2013,Broj,PALE,Ž,Nepoznato,4
2013,Broj,PELAGICEVO,Oba spola,Nepoznato,5
2013,Broj,PELAGICEVO,M,Nepoznato,1
2013,Broj,PELAGICEVO,Ž,Nepoznato,4
2013,Broj,PETROVO,Oba spola,Nepoznato,4
2013,Broj,PETROVO,M,Nepoznato,2
2013,Broj,PETROVO,Ž,Nepoznato,2
2013,Broj,PRIJEDOR,Oba spola,Nepoznato,369
2013,Broj,PRIJEDOR,M,Nepoznato,257
2013,Broj,PRIJEDOR,Ž,Nepoznato,112
2013,Broj,PRNJAVOR,Oba spola,Nepoznato,30
2013,Broj,PRNJAVOR,M,Nepoznato,10
2013,Broj,PRNJAVOR,Ž,Nepoznato,20
2013,Broj,RIBNIK,Oba spola,Nepoznato,2
2013,Broj,RIBNIK,M,Nepoznato,2
2013,Broj,ROGATICA,Oba spola,Nepoznato,5
2013,Broj,ROGATICA,M,Nepoznato,2
2013,Broj,ROGATICA,Ž,Nepoznato,3
2013,Broj,RUDO,Oba spola,Nepoznato,3
2013,Broj,RUDO,Ž,Nepoznato,3
2013,Broj,SOKOLAC,Oba spola,Nepoznato,18
2013,Broj,SOKOLAC,M,Nepoznato,5
2013,Broj,SOKOLAC,Ž,Nepoznato,13
2013,Broj,SRBAC,Oba spola,Nepoznato,29
2013,Broj,SRBAC,M,Nepoznato,11
2013,Broj,SRBAC,Ž,Nepoznato,18
2013,Broj,SREBRENICA,Oba spola,Nepoznato,14
2013,Broj,SREBRENICA,M,Nepoznato,8
2013,Broj,SREBRENICA,Ž,Nepoznato,6
2013,Broj,TESLIC,Oba spola,Nepoznato,44
2013,Broj,TESLIC,M,Nepoznato,23
2013,Broj,TESLIC,Ž,Nepoznato,21
2013,Broj,TREBINJE,Oba spola,Nepoznato,19
2013,Broj,TREBINJE,M,Nepoznato,11
2013,Broj,TREBINJE,Ž,Nepoznato,8
2013,Broj,UGLJEVIK,Oba spola,Nepoznato,13
2013,Broj,UGLJEVIK,M,Nepoznato,11
2013,Broj,UGLJEVIK,Ž,Nepoznato,2
2013,Broj,FOCA,Oba spola,Nepoznato,12
2013,Broj,FOCA,M,Nepoznato,5
2013,Broj,FOCA,Ž,Nepoznato,7
2013,Broj,CAJNICE,Oba spola,Nepoznato,5
2013,Broj,CAJNICE,M,Nepoznato,2
2013,Broj,CAJNICE,Ž,Nepoznato,3
2013,Broj,CELINAC,Oba spola,Nepoznato,9
2013,Broj,CELINAC,M,Nepoznato,4
2013,Broj,CELINAC,Ž,Nepoznato,5
2013,Broj,SAMAC,Oba spola,Nepoznato,19
2013,Broj,SAMAC,M,Nepoznato,10
2013,Broj,SAMAC,Ž,Nepoznato,9
2013,Broj,SEKOVICI,Oba spola,Nepoznato,8
2013,Broj,SEKOVICI,M,Nepoznato,3
2013,Broj,SEKOVICI,Ž,Nepoznato,5
2013,Broj,SIPOVO,Oba spola,Nepoznato,5
2013,Broj,SIPOVO,M,Nepoznato,3
2013,Broj,SIPOVO,Ž,Nepoznato,2
