Year,UNIT_MEASURE,Administrativna oblast,Spol,Literacy,Value
2013,Broj,Višegrad,Oba spola,illiterates_percentage,3.82
2013,Broj,Višegrad,M,illiterates_percentage,0.78
2013,Broj,Višegrad,Ž,illiterates_percentage,6.59
2013,Broj,Vlasenica,Oba spola,illiterates_percentage,3.63
2013,Broj,Vlasenica,M,illiterates_percentage,1.05
2013,Broj,Vlasenica,Ž,illiterates_percentage,6.04
2013,Broj,Vukosavlje,Oba spola,illiterates_percentage,4.96
2013,Broj,Vukosavlje,M,illiterates_percentage,1.57
2013,Broj,Vukosavlje,Ž,illiterates_percentage,8.35
2013,Broj,Gacko,Oba spola,illiterates_percentage,1.4
2013,Broj,Gacko,M,illiterates_percentage,0.25
2013,Broj,Gacko,Ž,illiterates_percentage,2.58
2013,Broj,Grad Gradiška,Oba spola,illiterates_percentage,3.39
2013,Broj,Grad Gradiška,M,illiterates_percentage,0.94
2013,Broj,Grad Gradiška,Ž,illiterates_percentage,5.71
2013,Broj,Grad Derventa,Oba spola,illiterates_percentage,3.44
2013,Broj,Grad Derventa,M,illiterates_percentage,1.05
2013,Broj,Grad Derventa,Ž,illiterates_percentage,5.69
2013,Broj,Grad Doboj,Oba spola,illiterates_percentage,3.19
2013,Broj,Grad Doboj,M,illiterates_percentage,0.9
2013,Broj,Grad Doboj,Ž,illiterates_percentage,5.33
2013,Broj,Donji Žabar,Oba spola,illiterates_percentage,3.82
2013,Broj,Donji Žabar,M,illiterates_percentage,1.54
2013,Broj,Donji Žabar,Ž,illiterates_percentage,6.12
2013,Broj,Grad Zvornik,Oba spola,illiterates_percentage,4.23
2013,Broj,Grad Zvornik,M,illiterates_percentage,1.03
2013,Broj,Grad Zvornik,Ž,illiterates_percentage,7.32
2013,Broj,Istočna Ilidža,Oba spola,illiterates_percentage,1.3
2013,Broj,Istočna Ilidža,M,illiterates_percentage,0.35
2013,Broj,Istočna Ilidža,Ž,illiterates_percentage,2.17
2013,Broj,Istočni Drvar,Oba spola,illiterates_percentage,3.08
2013,Broj,Istočni Drvar,M,illiterates_percentage,0.0
2013,Broj,Istočni Drvar,Ž,illiterates_percentage,9.09
2013,Broj,Istočni Mostar,Oba spola,illiterates_percentage,8.41
2013,Broj,Istočni Mostar,M,illiterates_percentage,0.78
2013,Broj,Istočni Mostar,Ž,illiterates_percentage,18.37
2013,Broj,Istočni Stari Grad,Oba spola,illiterates_percentage,3.87
2013,Broj,Istočni Stari Grad,M,illiterates_percentage,0.59
2013,Broj,Istočni Stari Grad,Ž,illiterates_percentage,7.01
2013,Broj,Istočno Novo Sarajevo,Oba spola,illiterates_percentage,0.86
2013,Broj,Istočno Novo Sarajevo,M,illiterates_percentage,0.32
2013,Broj,Istočno Novo Sarajevo,Ž,illiterates_percentage,1.35
2013,Broj,Jezero,Oba spola,illiterates_percentage,4.52
2013,Broj,Jezero,M,illiterates_percentage,1.42
2013,Broj,Jezero,Ž,illiterates_percentage,7.84
2013,Broj,Kalinovik,Oba spola,illiterates_percentage,4.66
2013,Broj,Kalinovik,M,illiterates_percentage,0.56
2013,Broj,Kalinovik,Ž,illiterates_percentage,8.53
2013,Broj,Kneževo,Oba spola,illiterates_percentage,11.35
2013,Broj,Kneževo,M,illiterates_percentage,3.47
2013,Broj,Kneževo,Ž,illiterates_percentage,18.97
2013,Broj,Kozarska Dubica,Oba spola,illiterates_percentage,3.09
2013,Broj,Kozarska Dubica,M,illiterates_percentage,0.83
2013,Broj,Kozarska Dubica,Ž,illiterates_percentage,5.24
2013,Broj,Kostajnica,Oba spola,illiterates_percentage,2.21
2013,Broj,Kostajnica,M,illiterates_percentage,0.55
2013,Broj,Kostajnica,Ž,illiterates_percentage,3.81
2013,Broj,Kotor Varoš,Oba spola,illiterates_percentage,6.3
2013,Broj,Kotor Varoš,M,illiterates_percentage,1.83
2013,Broj,Kotor Varoš,Ž,illiterates_percentage,10.56
2013,Broj,Krupa Na Uni,Oba spola,illiterates_percentage,9.96
2013,Broj,Krupa Na Uni,M,illiterates_percentage,2.67
2013,Broj,Krupa Na Uni,Ž,illiterates_percentage,18.51
2013,Broj,Kupres,Oba spola,illiterates_percentage,28.93
2013,Broj,Kupres,M,illiterates_percentage,18.37
2013,Broj,Kupres,Ž,illiterates_percentage,40.6
2013,Broj,Laktaši,Oba spola,illiterates_percentage,2.45
2013,Broj,Laktaši,M,illiterates_percentage,0.77
2013,Broj,Laktaši,Ž,illiterates_percentage,4.08
2013,Broj,Lopare,Oba spola,illiterates_percentage,5.0
2013,Broj,Lopare,M,illiterates_percentage,1.8
2013,Broj,Lopare,Ž,illiterates_percentage,8.23
2013,Broj,Ljubinje,Oba spola,illiterates_percentage,1.61
2013,Broj,Ljubinje,M,illiterates_percentage,0.33
2013,Broj,Ljubinje,Ž,illiterates_percentage,2.85
2013,Broj,Milići,Oba spola,illiterates_percentage,4.21
2013,Broj,Milići,M,illiterates_percentage,1.07
2013,Broj,Milići,Ž,illiterates_percentage,7.36
2013,Broj,Modriča,Oba spola,illiterates_percentage,3.28
2013,Broj,Modriča,M,illiterates_percentage,1.09
2013,Broj,Modriča,Ž,illiterates_percentage,5.36
2013,Broj,Mrkonjić Grad,Oba spola,illiterates_percentage,5.65
2013,Broj,Mrkonjić Grad,M,illiterates_percentage,1.37
2013,Broj,Mrkonjić Grad,Ž,illiterates_percentage,9.56
2013,Broj,Nevesinje,Oba spola,illiterates_percentage,2.69
2013,Broj,Nevesinje,M,illiterates_percentage,0.57
2013,Broj,Nevesinje,Ž,illiterates_percentage,4.76
2013,Broj,Novi Grad,Oba spola,illiterates_percentage,2.86
2013,Broj,Novi Grad,M,illiterates_percentage,0.92
2013,Broj,Novi Grad,Ž,illiterates_percentage,4.78
2013,Broj,Novo Goražde,Oba spola,illiterates_percentage,2.8
2013,Broj,Novo Goražde,M,illiterates_percentage,0.36
2013,Broj,Novo Goražde,Ž,illiterates_percentage,5.42
2013,Broj,Osmaci,Oba spola,illiterates_percentage,5.26
2013,Broj,Osmaci,M,illiterates_percentage,1.16
2013,Broj,Osmaci,Ž,illiterates_percentage,9.31
2013,Broj,Oštra Luka,Oba spola,illiterates_percentage,7.94
2013,Broj,Oštra Luka,M,illiterates_percentage,2.53
2013,Broj,Oštra Luka,Ž,illiterates_percentage,13.62
2013,Broj,Pale,Oba spola,illiterates_percentage,1.58
2013,Broj,Pale,M,illiterates_percentage,0.45
2013,Broj,Pale,Ž,illiterates_percentage,2.59
2013,Broj,Pelagićevo,Oba spola,illiterates_percentage,4.39
2013,Broj,Pelagićevo,M,illiterates_percentage,1.44
2013,Broj,Pelagićevo,Ž,illiterates_percentage,7.26
2013,Broj,Petrovac,Oba spola,illiterates_percentage,1.86
2013,Broj,Petrovac,M,illiterates_percentage,0.0
2013,Broj,Petrovac,Ž,illiterates_percentage,3.49
2013,Broj,Petrovo,Oba spola,illiterates_percentage,4.2
2013,Broj,Petrovo,M,illiterates_percentage,1.0
2013,Broj,Petrovo,Ž,illiterates_percentage,7.14
2013,Broj,Grad Prijedor,Oba spola,illiterates_percentage,2.92
2013,Broj,Grad Prijedor,M,illiterates_percentage,1.17
2013,Broj,Grad Prijedor,Ž,illiterates_percentage,4.56
2013,Broj,Prnjavor,Oba spola,illiterates_percentage,4.51
2013,Broj,Prnjavor,M,illiterates_percentage,1.35
2013,Broj,Prnjavor,Ž,illiterates_percentage,7.46
2013,Broj,Ribnik,Oba spola,illiterates_percentage,8.5
2013,Broj,Ribnik,M,illiterates_percentage,2.6
2013,Broj,Ribnik,Ž,illiterates_percentage,14.25
2013,Broj,Rogatica,Oba spola,illiterates_percentage,3.76
2013,Broj,Rogatica,M,illiterates_percentage,0.83
2013,Broj,Rogatica,Ž,illiterates_percentage,6.56
2013,Broj,Rudo,Oba spola,illiterates_percentage,2.22
2013,Broj,Rudo,M,illiterates_percentage,0.77
2013,Broj,Rudo,Ž,illiterates_percentage,3.7
2013,Broj,Sokolac,Oba spola,illiterates_percentage,2.18
2013,Broj,Sokolac,M,illiterates_percentage,0.48
2013,Broj,Sokolac,Ž,illiterates_percentage,3.82
2013,Broj,Srbac,Oba spola,illiterates_percentage,3.5
2013,Broj,Srbac,M,illiterates_percentage,1.35
2013,Broj,Srbac,Ž,illiterates_percentage,5.55
2013,Broj,Srebrenica,Oba spola,illiterates_percentage,5.85
2013,Broj,Srebrenica,M,illiterates_percentage,1.22
2013,Broj,Srebrenica,Ž,illiterates_percentage,10.26
2013,Broj,Teslić,Oba spola,illiterates_percentage,5.93
2013,Broj,Teslić,M,illiterates_percentage,1.43
2013,Broj,Teslić,Ž,illiterates_percentage,10.0
2013,Broj,Grad Trebinje,Oba spola,illiterates_percentage,0.93
2013,Broj,Grad Trebinje,M,illiterates_percentage,0.25
2013,Broj,Grad Trebinje,Ž,illiterates_percentage,1.57
2013,Broj,Trnovo,Oba spola,illiterates_percentage,4.1
2013,Broj,Trnovo,M,illiterates_percentage,1.13
2013,Broj,Trnovo,Ž,illiterates_percentage,6.84
2013,Broj,Ugljevik,Oba spola,illiterates_percentage,3.29
2013,Broj,Ugljevik,M,illiterates_percentage,0.99
2013,Broj,Ugljevik,Ž,illiterates_percentage,5.61
2013,Broj,Foča,Oba spola,illiterates_percentage,2.41
2013,Broj,Foča,M,illiterates_percentage,0.63
2013,Broj,Foča,Ž,illiterates_percentage,4.21
2013,Broj,Han Pijesak,Oba spola,illiterates_percentage,2.76
2013,Broj,Han Pijesak,M,illiterates_percentage,0.67
2013,Broj,Han Pijesak,Ž,illiterates_percentage,4.61
2013,Broj,Čajniče,Oba spola,illiterates_percentage,3.26
2013,Broj,Čajniče,M,illiterates_percentage,1.02
2013,Broj,Čajniče,Ž,illiterates_percentage,5.55
2013,Broj,Čelinac,Oba spola,illiterates_percentage,3.46
2013,Broj,Čelinac,M,illiterates_percentage,0.83
2013,Broj,Čelinac,Ž,illiterates_percentage,6.01
2013,Broj,Šamac,Oba spola,illiterates_percentage,1.99
2013,Broj,Šamac,M,illiterates_percentage,0.76
2013,Broj,Šamac,Ž,illiterates_percentage,3.14
2013,Broj,Šekovići,Oba spola,illiterates_percentage,7.34
2013,Broj,Šekovići,M,illiterates_percentage,2.89
2013,Broj,Šekovići,Ž,illiterates_percentage,11.67
2013,Broj,Šipovo,Oba spola,illiterates_percentage,4.74
2013,Broj,Šipovo,M,illiterates_percentage,1.07
2013,Broj,Šipovo,Ž,illiterates_percentage,8.46
2013,Broj,Republika Srpska,Oba spola,Nepoznato,10476.0
2013,Broj,Republika Srpska,M,Nepoznato,3675.0
2013,Broj,Republika Srpska,Ž,Nepoznato,6801.0
2013,Broj,Grad Banja Luka,Oba spola,Nepoznato,1192.0
2013,Broj,Grad Banja Luka,M,Nepoznato,413.0
2013,Broj,Grad Banja Luka,Ž,Nepoznato,779.0
2013,Broj,Berkovići,Oba spola,Nepoznato,27.0
2013,Broj,Berkovići,M,Nepoznato,10.0
2013,Broj,Berkovići,Ž,Nepoznato,17.0
2013,Broj,Grad Bijeljina,Oba spola,Nepoznato,916.0
2013,Broj,Grad Bijeljina,M,Nepoznato,302.0
2013,Broj,Grad Bijeljina,Ž,Nepoznato,614.0
2013,Broj,Bileća,Oba spola,Nepoznato,83.0
2013,Broj,Bileća,M,Nepoznato,27.0
2013,Broj,Bileća,Ž,Nepoznato,56.0
2013,Broj,Bratunac,Oba spola,Nepoznato,239.0
2013,Broj,Bratunac,M,Nepoznato,80.0
2013,Broj,Bratunac,Ž,Nepoznato,159.0
2013,Broj,Brod,Oba spola,Nepoznato,178.0
2013,Broj,Brod,M,Nepoznato,59.0
2013,Broj,Brod,Ž,Nepoznato,119.0
2013,Broj,Višegrad,Oba spola,Nepoznato,91.0
2013,Broj,Višegrad,M,Nepoznato,32.0
2013,Broj,Višegrad,Ž,Nepoznato,59.0
2013,Broj,Vlasenica,Oba spola,Nepoznato,185.0
2013,Broj,Vlasenica,M,Nepoznato,65.0
2013,Broj,Vlasenica,Ž,Nepoznato,120.0
2013,Broj,Vukosavlje,Oba spola,Nepoznato,76.0
2013,Broj,Vukosavlje,M,Nepoznato,29.0
2013,Broj,Vukosavlje,Ž,Nepoznato,47.0
2013,Broj,Gacko,Oba spola,Nepoznato,71.0
2013,Broj,Gacko,M,Nepoznato,24.0
2013,Broj,Gacko,Ž,Nepoznato,47.0
2013,Broj,Grad Gradiška,Oba spola,Nepoznato,423.0
2013,Broj,Grad Gradiška,M,Nepoznato,163.0
2013,Broj,Grad Gradiška,Ž,Nepoznato,260.0
2013,Broj,Grad Derventa,Oba spola,Nepoznato,368.0
2013,Broj,Grad Derventa,M,Nepoznato,135.0
2013,Broj,Grad Derventa,Ž,Nepoznato,233.0
2013,Broj,Grad Doboj,Oba spola,Nepoznato,481.0
2013,Broj,Grad Doboj,M,Nepoznato,166.0
2013,Broj,Grad Doboj,Ž,Nepoznato,315.0
2013,Broj,Donji Žabar,Oba spola,Nepoznato,81.0
2013,Broj,Donji Žabar,M,Nepoznato,33.0
2013,Broj,Donji Žabar,Ž,Nepoznato,48.0
2013,Broj,Grad Zvornik,Oba spola,Nepoznato,666.0
2013,Broj,Grad Zvornik,M,Nepoznato,204.0
2013,Broj,Grad Zvornik,Ž,Nepoznato,462.0
2013,Broj,Istočna Ilidža,Oba spola,Nepoznato,67.0
2013,Broj,Istočna Ilidža,M,Nepoznato,21.0
2013,Broj,Istočna Ilidža,Ž,Nepoznato,46.0
2013,Broj,Istočni Drvar,Oba spola,Nepoznato,0.0
2013,Broj,Istočni Drvar,M,Nepoznato,0.0
2013,Broj,Istočni Drvar,Ž,Nepoznato,0.0
2013,Broj,Istočni Mostar,Oba spola,Nepoznato,0.0
2013,Broj,Istočni Mostar,M,Nepoznato,0.0
2013,Broj,Istočni Mostar,Ž,Nepoznato,0.0
2013,Broj,Istočni Stari Grad,Oba spola,Nepoznato,6.0
2013,Broj,Istočni Stari Grad,M,Nepoznato,2.0
2013,Broj,Istočni Stari Grad,Ž,Nepoznato,4.0
2013,Broj,Istočno Novo Sarajevo,Oba spola,Nepoznato,36.0
2013,Broj,Istočno Novo Sarajevo,M,Nepoznato,12.0
2013,Broj,Istočno Novo Sarajevo,Ž,Nepoznato,24.0
2013,Broj,Jezero,Oba spola,Nepoznato,6.0
2013,Broj,Jezero,M,Nepoznato,2.0
2013,Broj,Jezero,Ž,Nepoznato,4.0
2013,Broj,Kalinovik,Oba spola,Nepoznato,12.0
2013,Broj,Kalinovik,M,Nepoznato,5.0
2013,Broj,Kalinovik,Ž,Nepoznato,7.0
2013,Broj,Kneževo,Oba spola,Nepoznato,78.0
2013,Broj,Kneževo,M,Nepoznato,32.0
2013,Broj,Kneževo,Ž,Nepoznato,46.0
2013,Broj,Kozarska Dubica,Oba spola,Nepoznato,124.0
2013,Broj,Kozarska Dubica,M,Nepoznato,48.0
2013,Broj,Kozarska Dubica,Ž,Nepoznato,76.0
2013,Broj,Kostajnica,Oba spola,Nepoznato,34.0
2013,Broj,Kostajnica,M,Nepoznato,15.0
2013,Broj,Kostajnica,Ž,Nepoznato,19.0
2013,Broj,Kotor Varoš,Oba spola,Nepoznato,216.0
2013,Broj,Kotor Varoš,M,Nepoznato,73.0
2013,Broj,Kotor Varoš,Ž,Nepoznato,143.0
2013,Broj,Krupa Na Uni,Oba spola,Nepoznato,4.0
2013,Broj,Krupa Na Uni,M,Nepoznato,1.0
2013,Broj,Krupa Na Uni,Ž,Nepoznato,3.0
2013,Broj,Kupres,Oba spola,Nepoznato,1.0
2013,Broj,Kupres,M,Nepoznato,0.0
2013,Broj,Kupres,Ž,Nepoznato,1.0
2013,Broj,Laktaši,Oba spola,Nepoznato,314.0
2013,Broj,Laktaši,M,Nepoznato,117.0
2013,Broj,Laktaši,Ž,Nepoznato,197.0
2013,Broj,Lopare,Oba spola,Nepoznato,156.0
2013,Broj,Lopare,M,Nepoznato,62.0
2013,Broj,Lopare,Ž,Nepoznato,94.0
2013,Broj,Ljubinje,Oba spola,Nepoznato,22.0
2013,Broj,Ljubinje,M,Nepoznato,7.0
2013,Broj,Ljubinje,Ž,Nepoznato,15.0
2013,Broj,Milići,Oba spola,Nepoznato,157.0
2013,Broj,Milići,M,Nepoznato,42.0
2013,Broj,Milići,Ž,Nepoznato,115.0
2013,Broj,Modriča,Oba spola,Nepoznato,346.0
2013,Broj,Modriča,M,Nepoznato,128.0
2013,Broj,Modriča,Ž,Nepoznato,218.0
2013,Broj,Mrkonjić Grad,Oba spola,Nepoznato,177.0
2013,Broj,Mrkonjić Grad,M,Nepoznato,65.0
2013,Broj,Mrkonjić Grad,Ž,Nepoznato,112.0
2013,Broj,Nevesinje,Oba spola,Nepoznato,95.0
2013,Broj,Nevesinje,M,Nepoznato,40.0
2013,Broj,Nevesinje,Ž,Nepoznato,55.0
2013,Broj,Novi Grad,Oba spola,Nepoznato,265.0
2013,Broj,Novi Grad,M,Nepoznato,96.0
2013,Broj,Novi Grad,Ž,Nepoznato,169.0
2013,Broj,Novo Goražde,Oba spola,Nepoznato,16.0
2013,Broj,Novo Goražde,M,Nepoznato,3.0
2013,Broj,Novo Goražde,Ž,Nepoznato,13.0
2013,Broj,Osmaci,Oba spola,Nepoznato,41.0
2013,Broj,Osmaci,M,Nepoznato,15.0
2013,Broj,Osmaci,Ž,Nepoznato,26.0
2013,Broj,Oštra Luka,Oba spola,Nepoznato,19.0
2013,Broj,Oštra Luka,M,Nepoznato,10.0
2013,Broj,Oštra Luka,Ž,Nepoznato,9.0
2013,Broj,Pale,Oba spola,Nepoznato,99.0
2013,Broj,Pale,M,Nepoznato,31.0
2013,Broj,Pale,Ž,Nepoznato,68.0
2013,Broj,Pelagićevo,Oba spola,Nepoznato,132.0
2013,Broj,Pelagićevo,M,Nepoznato,59.0
2013,Broj,Pelagićevo,Ž,Nepoznato,73.0
2013,Broj,Petrovac,Oba spola,Nepoznato,1.0
2013,Broj,Petrovac,M,Nepoznato,1.0
2013,Broj,Petrovac,Ž,Nepoznato,0.0
2013,Broj,Petrovo,Oba spola,Nepoznato,35.0
2013,Broj,Petrovo,M,Nepoznato,13.0
2013,Broj,Petrovo,Ž,Nepoznato,22.0
2013,Broj,Grad Prijedor,Oba spola,Nepoznato,816.0
2013,Broj,Grad Prijedor,M,Nepoznato,283.0
2013,Broj,Grad Prijedor,Ž,Nepoznato,533.0
2013,Broj,Prnjavor,Oba spola,Nepoznato,223.0
2013,Broj,Prnjavor,M,Nepoznato,90.0
2013,Broj,Prnjavor,Ž,Nepoznato,133.0
2013,Broj,Ribnik,Oba spola,Nepoznato,41.0
2013,Broj,Ribnik,M,Nepoznato,13.0
2013,Broj,Ribnik,Ž,Nepoznato,28.0
2013,Broj,Rogatica,Oba spola,Nepoznato,110.0
2013,Broj,Rogatica,M,Nepoznato,24.0
2013,Broj,Rogatica,Ž,Nepoznato,86.0
2013,Broj,Rudo,Oba spola,Nepoznato,40.0
2013,Broj,Rudo,M,Nepoznato,16.0
2013,Broj,Rudo,Ž,Nepoznato,24.0
2013,Broj,Sokolac,Oba spola,Nepoznato,69.0
2013,Broj,Sokolac,M,Nepoznato,29.0
2013,Broj,Sokolac,Ž,Nepoznato,40.0
2013,Broj,Srbac,Oba spola,Nepoznato,250.0
2013,Broj,Srbac,M,Nepoznato,90.0
2013,Broj,Srbac,Ž,Nepoznato,160.0
2013,Broj,Srebrenica,Oba spola,Nepoznato,134.0
2013,Broj,Srebrenica,M,Nepoznato,26.0
2013,Broj,Srebrenica,Ž,Nepoznato,108.0
2013,Broj,Teslić,Oba spola,Nepoznato,346.0
2013,Broj,Teslić,M,Nepoznato,124.0
2013,Broj,Teslić,Ž,Nepoznato,222.0
2013,Broj,Grad Trebinje,Oba spola,Nepoznato,188.0
2013,Broj,Grad Trebinje,M,Nepoznato,59.0
2013,Broj,Grad Trebinje,Ž,Nepoznato,129.0
2013,Broj,Trnovo,Oba spola,Nepoznato,12.0
2013,Broj,Trnovo,M,Nepoznato,4.0
2013,Broj,Trnovo,Ž,Nepoznato,8.0
2013,Broj,Ugljevik,Oba spola,Nepoznato,98.0
2013,Broj,Ugljevik,M,Nepoznato,37.0
2013,Broj,Ugljevik,Ž,Nepoznato,61.0
2013,Broj,Foča,Oba spola,Nepoznato,128.0
2013,Broj,Foča,M,Nepoznato,51.0
2013,Broj,Foča,Ž,Nepoznato,77.0
2013,Broj,Han Pijesak,Oba spola,Nepoznato,13.0
2013,Broj,Han Pijesak,M,Nepoznato,4.0
2013,Broj,Han Pijesak,Ž,Nepoznato,9.0
2013,Broj,Čajniče,Oba spola,Nepoznato,24.0
2013,Broj,Čajniče,M,Nepoznato,9.0
2013,Broj,Čajniče,Ž,Nepoznato,15.0
2013,Broj,Čelinac,Oba spola,Nepoznato,126.0
2013,Broj,Čelinac,M,Nepoznato,54.0
2013,Broj,Čelinac,Ž,Nepoznato,72.0
2013,Broj,Šamac,Oba spola,Nepoznato,185.0
2013,Broj,Šamac,M,Nepoznato,64.0
2013,Broj,Šamac,Ž,Nepoznato,121.0
2013,Broj,Šekovići,Oba spola,Nepoznato,65.0
2013,Broj,Šekovići,M,Nepoznato,27.0
2013,Broj,Šekovići,Ž,Nepoznato,38.0
2013,Broj,Šipovo,Oba spola,Nepoznato,72.0
2013,Broj,Šipovo,M,Nepoznato,29.0
2013,Broj,Šipovo,Ž,Nepoznato,43.0
